title_year,genres,color,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_critic_for_reviews,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,gross,budget,imdb_score,aspect_ratio
2000,Adventure|Fantasy|Horror|Mystery|Thriller,Color,90,31,193,184,162,608,949,160,28964,0,457,English,26421314,15000000,4,1.85
1996,Drama|Fantasy|Horror|Thriller,Color,101,26,838,328,266,1812,6000,93,57140,0,195,English,24881000,15000000,6.2,1.85
2005,Drama|Romance|Thriller,Color,119,11000,19000,567,400,20391,0,278,166269,3,735,English,23089926,15000000,7.7,1.85
2010,Adventure|Comedy|Family|Fantasy,Color,103,20,512,316,125,1002,0,81,13874,2,52,English,26161406,15000000,6.7,2.35
1993,Drama|Romance,Color,134,133,12000,310,258,12749,0,58,45703,1,156,English,22954968,11500000,7.9,2.35
1997,Drama,Color,155,0,3000,360,170,3677,0,153,189032,15,560,English,26384919,15000000,7.9,2.35
1993,Action|Crime|Drama|Romance|Thriller,Color,94,11,1000,605,232,2210,466,25,17074,0,55,English,22189039,15000000,5.5,1.85
2006,Adventure|Drama|Family,Color,95,15,1000,786,461,3845,1000,46,6095,0,76,English,20998709,15000000,6.2,2.35
2007,Horror,Color,89,7,919,557,399,2559,0,161,49721,0,211,English,20801344,15000000,5.1,2.35
2000,Horror|Mystery|Thriller,Color,97,83,912,786,579,2682,243,108,13048,2,227,English,21468807,14000000,4.1,2.35
2002,Drama|Family|Fantasy|Romance,Color,90,13,882,874,613,2661,0,69,17983,2,127,English,19158074,15000000,6.7,2.35
2006,Action|Drama|Thriller,Color,92,8,472,239,129,1045,0,78,27486,1,284,English,18843314,20000000,4.7,1.85
2016,Action|Comedy,Color,100,10,826,622,415,2958,0,129,15385,2,84,English,20566327,15000000,6.4,2.35
2010,Drama|Music,Color,117,19,3000,646,461,4204,0,135,14814,4,114,English,20218921,15000000,6.3,2.35
1998,Horror|Mystery|Sci-Fi|Thriller,Color,84,119,989,982,918,4660,673,96,17328,3,237,English,17411331,15000000,5.5,1.85
2012,Crime|Drama|Thriller,Color,140,310,33000,748,619,34413,47000,417,187170,3,376,English,21383298,15000000,7.3,2.35
2014,Action|Crime|Thriller,Color,108,79,775,614,537,3033,0,172,50056,2,152,English,24984868,15000000,6.3,2.35
1999,Drama|Mystery|Thriller,Color,109,11,471,308,159,1069,327,88,13320,1,415,English,16459004,15000000,4.9,2.35
2008,Drama|History|Thriller|War,Color,131,0,10000,602,383,11114,16000,388,332065,0,876,English,15700000,15000000,7.6,1.85
1984,Action|Horror|Sci-Fi|Thriller,Color,114,73,695,654,563,3444,0,45,22797,1,96,English,15100000,15000000,6,2.35
2012,Crime|Thriller,Color,97,181,11000,820,748,14025,20000,414,111625,1,369,English,14938570,15000000,6.2,2.35
2014,Crime|Drama|Thriller,Color,122,210,22000,164,123,22574,13000,291,57210,3,158,English,17237244,15000000,6.8,2.35
2001,Comedy,Color,87,374,826,503,484,2689,0,97,39788,1,619,English,14249005,15000000,4.5,1.85
2008,Adventure|Animation|Comedy|Family,Color,85,12,354,173,23,568,175,37,2037,0,22,English,12701880,15000000,5.7,1.85
2007,Documentary|Music,Color,85,0,468,67,44,646,116,68,2673,0,31,English,10353690,,8.4,1.78
2000,Action|Adventure|Fantasy|Sci-Fi,Color,101,36,1000,786,377,2764,356,90,16340,1,355,English,12801190,15000000,4.6,2.35
2006,Crime|Drama|Musical|Romance,Color,121,16,907,585,526,3633,489,81,4603,4,91,English,12549485,15000000,6.2,2.35
2011,Drama|Romance,Color,107,92,11000,5000,358,17627,49000,221,106111,0,181,English,13766014,15000000,7,2.35
2009,Drama|Sport,Color,111,0,796,787,727,2633,10000,230,55665,1,118,English,13034417,15000000,6.9,2.35
2001,Crime|Drama|Thriller,Color,92,34,14000,442,366,15644,566,57,19768,1,135,English,11632420,,6.1,2.35
2003,Crime|Thriller,Color,97,164,436,324,308,1172,622,119,30643,3,144,English,12212417,15000000,6.7,2.35
1999,Comedy,Color,97,745,12000,821,745,15209,251,97,9294,2,140,English,11614236,15000000,5.6,1.37
2004,Biography|Drama|Music|Musical, Black and White,125,34,427,66,65,729,1000,119,9649,7,226,English,13337299,20000000,6.6,2.35
1989,Comedy|Drama|Romance,Color,124,11000,11000,860,563,12685,877,42,13692,0,55,English,10763469,15000000,6.4,1.85
1998,Adventure|Family,Color,76,9,595,417,47,1139,436,24,2724,0,53,English,11144518,15000000,2.8,1.85
2012,Action,Color,107,561,746,561,353,2377,29000,208,53471,3,224,English,15608545,15000000,5.4,2.35
1998,Comedy|Drama|Romance,Color,91,23,925,660,629,2913,247,42,7159,2,88,English,10443316,15000000,5,1.85
2000,Drama|Romance,Color,96,4,989,841,670,3142,648,44,7403,1,162,English,10494147,15000000,5.1,1.85
1985,Drama|Sci-Fi,Color,142,0,22000,5000,1000,29475,16000,230,152306,0,513,English,9929000,15000000,8,1.85
2004,Family|Music|Romance,Color,103,80,1000,872,782,4676,1000,46,22649,0,212,English,10411980,15000000,5.9,2.35
,Drama|Fantasy|Mystery|Sci-Fi,Color,60,,443,319,186,981,576,18,7122,1,77,English,,,7.5,
1998,Comedy|Crime,Color,117,0,22000,12000,12000,47728,35000,249,537419,1,1028,English,17439163,15000000,8.2,1.85
2006,Drama|Music, Black and White,116,153,3000,788,539,5012,0,197,52421,0,200,English,9396487,15000000,7,2.35
2002,Crime|Drama|Romance|Thriller,Color,118,41,556,463,274,1873,455,71,17261,1,125,English,9059588,15000000,6.6,2.35
2007,Biography|Drama|History|Thriller|War,Color,108,187,11000,883,254,12178,923,190,24150,0,118,English,9172810,16000000,6.7,2.35
2000,Comedy|Drama|Romance,Color,94,9,11000,897,612,13524,816,50,8055,4,89,English,8735529,15000000,5.5,1.85
2002,Comedy,Color,97,2,890,852,461,3161,1000,63,26598,4,132,English,8586376,20000000,4.9,1.85
2002,Comedy|Drama|Romance,Color,97,32,14000,1000,692,16502,0,104,18966,5,141,English,8378141,15000000,6.9,2.35
1998,Fantasy|Romance,Color,99,45,1000,393,224,2166,515,,1465,1,56,English,,,7.4,1.33
2006,Adventure|Comedy|Family,Color,91,6,8000,625,596,10732,647,49,6562,0,66,English,8080116,15000000,5.6,1.85
2008,Comedy|Crime|Drama,Color,107,454,65,49,39,173,32000,300,307639,1,513,English,7757130,15000000,8,2.35
2013,Comedy|Romance,Color,95,24,931,539,426,3322,0,43,4065,6,33,English,9123834,15000000,5.3,2.35
2008,Comedy|Music,Color,102,11,15000,14000,1000,33153,0,132,32311,4,104,English,6409206,15000000,6.2,1.85
2009,Comedy|Romance,Color,88,96,24000,971,360,25637,0,97,11498,1,53,English,6373693,15000000,5.3,1.85
2012,Drama,Color,106,835,13000,826,363,14544,10000,242,30284,1,102,English,7556708,15000000,6.6,1.85
2009,Comedy|Romance,Color,92,11000,860,658,386,2717,10000,218,58967,1,169,English,5306447,15000000,7.2,1.85
2000,Drama|Mystery|Thriller, Black and White,105,52,477,397,275,2312,157,49,3668,4,85,English,5217498,15000000,4.6,1.85
2005,Adventure|Crime|Drama|Mystery|Western,Color,107,0,572,324,289,1627,0,172,34194,2,199,English,5023275,15000000,7.5,2.35
1999,Drama|War,Color,120,0,49000,1000,693,51657,0,68,12601,2,89,English,4956401,15000000,6.5,1.85
2005,Comedy|Crime|Mystery,Color,103,1000,21000,1000,611,23932,0,223,175962,2,336,English,4235837,15000000,7.6,2.35
1999,Comedy|Fantasy|Horror|Thriller,Color,92,6,890,729,577,3654,0,59,33745,0,198,English,4002955,20000000,6.2,1.85
2001,Drama|Mystery|Thriller,Color,147,0,6000,889,669,8484,16000,252,235992,1,1768,English,7219578,15000000,8,1.85
2007,Drama|Fantasy|Horror|Romance,Color,98,18,837,400,220,1675,0,106,15388,0,190,English,3525161,,5.5,2.35
2010,Comedy|Drama|Romance,Color,98,11000,12000,6000,557,19310,0,223,36145,0,108,English,3247816,22000000,6.3,1.85
2010,Drama|Romance|Sci-Fi,Color,103,132,10000,882,844,12867,33000,328,109873,0,320,English,2412045,15000000,7.2,2.35
,Drama|History|Thriller,Color,286,,857,555,527,3809,733,9,3828,3,39,English,,,7.9,1.78
2008,Crime|Drama|Mystery|Thriller,Color,111,122,918,278,25,1252,0,150,42792,0,162,English,2203641,15000000,6.7,2.35
1986,Adventure|Drama|Fantasy,Color,98,70,876,324,90,1351,843,21,4996,0,62,English,1953732,15000000,5.3,2.35
1999,Comedy|Crime|Drama,Color,111,0,783,664,617,4834,391,28,5917,0,71,English,1954202,15000000,6.3,2.35
2007,Crime|Drama|Horror|Thriller,Color,111,0,6000,294,287,6748,0,250,69569,0,436,English,1294640,15000000,6.5,1.85
2014,Drama|Sci-Fi|Thriller,Color,100,5,192,134,46,527,708,17,1933,0,13,English,,,5.6,2.35
1999,Drama|Thriller,Color,116,460,5000,203,71,5426,284,95,6690,0,83,English,819852,,7,2.35
1927,Drama|Sci-Fi, Black and White,145,756,136,23,18,203,12000,260,111841,1,413,German,26435,6000000,8.3,1.33
2004,Action|Crime|Thriller,Color,84,180,510,297,58,962,0,141,55928,2,157,French,1197786,12000000,7.2,2.35
1995,Crime|Drama,Color,115,39,12000,970,642,14889,0,52,22345,2,144,English,529766,7000000,6.8,1.85
2015,Action|Drama,Color,105,141,1000,103,56,1172,0,205,9427,1,87,Mandarin,613556,15000000,6.4,1.37
2001,Comedy|Crime|Drama|Thriller|War,Color,98,34,936,826,730,3578,664,109,20730,1,111,English,353743,15000000,6.9,2.35
2003,Drama|Mystery|Thriller,Color,99,445,20,13,9,48,0,103,31589,0,172,Russian,502028,,8,1.85
2008,Action,Color,110,0,64,45,7,134,0,110,24570,0,72,Thai,102055,300000000,6.2,2.35
2010,Action|Adventure|Drama|History|Thriller|War,Color,97,197,13000,794,570,15293,0,195,64777,0,201,English,122288,,6.4,2.35
1996,Action|Drama|Thriller,Color,88,85,825,476,40,1432,154,14,2699,0,29,English,,9000000,5.6,2.35
2008,Fantasy|Horror|Mystery,Color,103,129,14000,1000,1000,18639,0,177,47574,0,209,English,73548,15000000,6.1,2.35
2011,Biography|Drama|History,Color,104,36,549,248,2,801,705,17,609,2,15,English,,15000000,6,
2011,Crime|Drama|Thriller,Color,90,68,17000,14000,642,32814,0,62,14280,5,41,English,28870,15000000,5.1,2.35
2001,Action|Comedy|Drama|War,Color,105,24,776,595,125,1732,193,19,2236,1,40,English,22723,25000000,4.5,2.35
2007,Comedy|Drama|Fantasy|Music|Romance,Color,93,17,1000,165,66,1245,445,50,7519,1,39,English,20380,15000000,5.9,1.85
2008,Biography|Drama|Fantasy|History,Color,141,15,735,627,576,2528,0,25,3425,1,32,English,,,6,2.35
2013,Adventure|Animation|Family,Color,85,0,14000,12000,912,29488,0,39,4006,0,12,English,,20000000,5.8,
2014,Action|Sci-Fi|Thriller,Color,109,19,1000,889,537,2829,13000,136,41638,0,134,English,,7000000,6.1,2.35
2005,Action|Adventure|Fantasy,Color,105,93,179,55,51,363,473,26,5018,0,108,English,,15000000,4.9,1.78
2015,Biography,Color,98,6,61,57,50,192,18,4,80,0,4,Spanish,,15000000,5.7,
2009,Action|Crime|Drama|Thriller,,119,3,556,353,19,996,821,53,9177,4,53,Mandarin,,15000000,7.1,2.35
2000,Biography|Drama,Color,124,67,631,452,303,1585,277,22,695,1,32,English,,15000000,6.6,
1993,Comedy|Fantasy|Romance,Color,101,11000,13000,571,512,15500,38000,147,437418,1,609,English,70906973,14600000,8.1,1.85
2015,Comedy|Drama|Music,Color,115,13,20000,17000,642,38963,41000,222,38202,3,135,English,66009973,14800000,5.7,2.35
1996,Drama|Romance,Color,120,1000,29000,1000,954,33791,10000,106,167750,2,506,English,46338728,14500000,6.8,2.35
2010,Drama|War,Color,111,15,1000,767,121,2140,0,136,12937,2,73,French,7691700,10000000,7.5,2.35
2014,Drama|Family|Music,Color,94,5,467,220,124,994,998,5,993,2,13,English,,14500000,6.2,
1992,Drama|Western,Color,131,16000,16000,11000,638,28544,10000,131,277505,1,495,English,101157447,14400000,8.3,2.35
2005,Drama,Color,139,3000,3000,769,236,4211,1000,140,18646,1,81,English,74205,14200000,7.4,2.35
2008,Drama|Romance,Color,120,0,668,56,40,820,13000,418,641997,0,1017,English,141319195,15000000,8,2.35
1987,Drama|Romance|Thriller,Color,119,213,886,276,249,1639,3000,94,55101,0,201,English,156645693,14000000,6.9,1.85
1990,Comedy|Romance,Color,125,0,8000,995,700,11135,11000,82,213476,2,271,English,178406268,14000000,6.9,1.85
,Comedy,Color,65,0,770,179,176,1125,0,,10,2,,English,,,9.5,1.33
1988,Action|Adventure|Comedy,Color,108,5,442,162,57,717,489,32,44096,1,62,English,109306210,15800000,5.5,2.35
2015,Action|Crime|Drama|Mystery|Thriller,Color,101,34,892,355,277,2055,0,22,1554,0,20,English,,15000000,5.7,2.35
1989,Biography|Drama|War,Color,145,0,10000,854,560,12098,4000,72,76842,0,173,English,70001698,14000000,7.2,2.35
1993,Adventure|Comedy|Family|Sport, Black and White,98,226,953,730,496,2496,0,39,69733,1,97,English,68856263,15000000,6.9,1.85
2009,Horror|Thriller,Color,101,71,10000,960,725,14159,0,264,45603,0,268,English,51527787,15000000,5.5,1.85
2012,Horror|Thriller,Color,92,30,941,459,309,2348,17000,264,47169,0,162,English,49122319,14000000,5.9,2.35
1982,Action|Adventure|Drama,Color,93,270,13000,954,535,15192,0,145,172493,1,376,English,,14000000,7.7,2.35
2007,Drama|Music|Romance,Color,109,41,997,826,748,3544,0,86,19505,0,162,English,61356221,14000000,5.2,2.35
1977,Action|Adventure|Sci-Fi|Thriller,Color,123,43,456,244,238,1326,0,112,76477,2,275,English,46800000,14000000,7.1,2.35
,Documentary,Color,60,,155,130,84,552,373,17,5563,0,57,English,,,6.6,
1998,Horror|Mystery|Thriller,Color,99,9,975,912,648,3500,0,101,47814,4,426,English,38048637,14000000,5.5,2.35
1988,Drama|Romance,Color,119,350,18000,17000,418,35501,0,51,52846,2,143,English,34700000,14000000,7.7,1.85
2012,Comedy|Drama|Romance,Color,110,0,849,597,490,2226,0,42,6352,1,43,English,35010192,,5.4,2.35
1991,Adventure|Drama,Color,107,116,327,172,25,552,0,10,15730,1,31,English,34793160,14000000,6.7,1.85
1999,Comedy|Romance,Color,81,54,8000,670,636,10792,2000,43,15047,1,160,English,30628981,14000000,5,1.85
2011,Biography|Drama|History,Color,105,58,11000,1000,583,12894,18000,331,82327,1,350,English,29959436,13000000,6.4,2.35
2002,Adventure|Animation|Comedy|Drama|Family|Musical,Color,82,12,23,12,8,49,184,38,3135,0,78,English,25571351,14000000,6.6,1.85
1993,Drama|Romance,Color,109,309,592,556,279,1620,0,12,8904,0,31,English,27515786,14000000,5.9,1.85
2002,Action|Comedy|Crime|Thriller,Color,95,10,706,266,111,1421,530,40,9693,2,33,English,25482931,14000000,5.7,2.35
1995,Comedy|Fantasy|Horror|Romance,Color,100,0,723,422,364,2348,1000,34,17262,1,53,English,19900000,20000000,4.5,1.85
1977,Horror,Color,118,128,931,726,467,2704,889,82,16294,7,252,English,,14000000,3.7,1.85
2005,Horror|Mystery|Thriller,Color,91,31,874,613,50,1608,0,125,22207,0,747,English,16298046,14000000,5,2.35
2003,Comedy|Romance,Color,90,119,869,779,636,3007,411,56,24038,2,123,English,15549702,14000000,4.6,1.85
2009,Adventure|Mystery|Thriller,Color,108,123,26000,14000,690,41359,4000,160,56338,4,215,English,15483540,14000000,6.5,2.35
2010,Comedy|Romance,Color,103,44,953,849,625,3299,1000,71,5721,2,20,English,20246959,14000000,4.9,2.35
1998,Comedy,Color,96,0,3000,2000,654,6861,645,37,11729,0,106,English,15062898,14000000,6,1.85
1999,Comedy|Drama|War,Color,117,160,718,330,55,1148,970,62,9323,6,157,English,14348123,12000000,6.9,1.85
1996,Fantasy|Horror,Color,93,85,1000,855,514,2777,0,73,19805,0,122,English,15171475,8500000,5.7,1.85
1977,Drama|Music|Musical|Romance,Color,136,17000,22000,740,213,23378,932,59,13548,0,75,English,,14000000,6.7,1.66
1994,Comedy|Drama,Color,115,0,1000,848,534,3267,905,25,6011,0,39,English,13640000,14000000,6.9,1.85
2007,Comedy|Drama|Romance,Color,94,0,12000,490,458,13446,488,97,13866,3,55,English,12550242,,5.5,1.85
2001,Action|Horror|Sci-Fi|Thriller,Color,85,52,1000,935,489,3050,0,205,38985,1,673,English,12610731,11000000,4.4,1.85
2002,Adventure|Comedy|Family,Color,88,189,934,927,799,3707,896,69,29008,1,99,English,47811275,15000000,5.4,1.85
2006,Drama|History,Color,112,0,12000,593,383,13528,0,195,38142,0,270,English,11204499,14000000,7,2.35
2001,Comedy|Mystery|Romance,Color,86,70,878,834,169,2165,613,61,11693,5,104,English,10397365,14000000,5.4,2.35
2012,Adventure|Comedy,Color,86,90,962,925,635,3715,0,77,11233,1,32,English,9402410,14000000,5.4,2.35
2007,Biography|Drama,Color,112,232,413,412,177,1372,13000,259,89906,1,175,French,5990075,,8,1.85
2006,Drama|Romance,Color,137,143,14000,617,280,15337,5000,251,92781,0,320,English,5459824,26000000,7.6,2.35
2000,Drama|Mystery|Thriller,Color,90,49,12000,215,191,12776,853,63,12519,5,112,English,5108820,24000000,5.9,2.35
1999,Drama,Color,107,956,10000,233,113,10368,860,47,6782,1,114,English,4741987,14000000,6.6,1.85
2006,Biography|Drama|History,Color,98,176,543,113,15,678,447,108,9334,3,59,English,4291965,14000000,6.7,2.35
2001,Drama|Horror|Mystery|Thriller,Color,84,12,159,102,102,417,231,64,7277,4,181,English,3100650,14000000,3.9,1.85
1995,Biography|Drama|History|Romance,Color,139,133,423,15,5,446,127,20,2427,1,27,English,2474000,14000000,5.7,1.85
2008,Comedy|Romance,Color,97,11,14000,1000,548,16431,2000,135,16444,4,79,English,2656324,,6.7,2.35
1978,Action|Adventure|History,Color,127,109,16000,469,324,17250,76,2,524,0,8,English,1000000,14000000,6.5,2.35
2014,Biography|Drama|History,Color,150,608,149,44,43,390,0,262,17933,0,165,English,3958500,8200000,6.8,2.35
2009,Drama|Romance,Color,104,752,412,74,59,799,512,129,3174,0,31,French,403649,,6.3,2.35
2002,Biography|Crime|Drama|War,Color,132,333,380,326,284,1429,0,69,11077,2,55,English,274299,103000000,7.3,1.85
2010,Action,Color,117,2,149,32,21,243,1000,50,6069,2,34,Mandarin,,12000000,6.9,2.35
2008,Comedy|Drama|War,Color,115,168,697,329,322,2243,702,57,11704,0,36,English,183088,15000000,7,1.85
2011,Drama,Color,186,50,13000,1000,338,14638,0,116,12053,1,119,English,46495,14000000,6.5,1.85
2009,Comedy|Horror,Color,90,10,826,521,378,2207,934,45,9928,7,66,English,,,3.6,1.85
2010,Comedy|Drama|Romance,Color,90,0,1000,872,767,4377,14000,87,60460,0,104,English,1752214,14000000,7.7,1.85
2005,Drama|Romance,Color,134,0,15000,13000,11000,39789,13000,357,259837,0,2254,English,83025853,14000000,7.7,1.85
2014,Action|Adventure|Comedy|Sci-Fi,Color,101,473,833,809,429,2690,62000,348,167089,0,491,English,190871240,125000000,5.9,2.35
1995,Comedy|Romance,Color,97,143,927,281,201,1724,0,88,123390,1,248,English,56631572,12000000,6.8,1.85
2002,Drama|Romance,Color,107,162,2000,258,135,2447,0,181,36542,2,378,English,15854988,13500000,7.4,1.85
2015,Comedy|Sci-Fi,Color,99,38,3000,837,390,4702,0,107,28159,4,96,English,12282677,14000000,5.1,1.85
,Drama,Color,55,,20,3,2,25,0,53,12590,0,37,Polish,447093,,9.1,1.33
2000,Biography|Drama,Color,124,133,14000,230,170,14726,0,132,44795,1,314,English,7060876,13500000,7.4,1.85
2012,Comedy|Crime,Color,110,454,2000,906,816,4757,52000,401,185845,7,284,English,14989761,15000000,7.2,2.35
2001,Crime|Drama|Music|Mystery|Thriller,Color,105,148,539,508,400,1767,329,58,5602,0,59,English,687081,,6,1.85
,Action|Crime|Drama|Thriller,Color,41,,70,2,2,74,64,1,271,4,2,Polish,,,7.4,
2004,Biography|Drama|History|War,Color,178,101,918,653,471,2334,14000,192,248354,0,564,German,5501940,13500000,8.3,1.85
2004,Biography|Drama|Romance,Color,125,448,273,114,93,529,0,157,64556,1,140,Spanish,2086345,10000000,8.1,2.35
2013,Drama|Horror|Sci-Fi|Thriller,Color,108,143,19000,50,21,19086,29000,454,85022,0,616,English,2605039,,6.3,1.85
1987,Biography|Comedy|Drama|War,Color,121,272,49000,263,227,50141,0,62,98348,1,131,English,123922370,13000000,7.3,1.85
2010,Comedy,Color,100,26,898,391,385,2895,502,4,912,5,17,English,163591,13400000,3.6,1.78
2011,Documentary|Music,Color,115,209,569,69,41,714,62000,84,74351,1,233,English,73000942,13000000,1.6,1.85
2010,Drama|Thriller,Color,108,0,20000,15000,1000,38072,106000,669,551363,1,1140,English,106952327,13000000,8,2.35
2014,Action|Crime|Sci-Fi|Thriller,Color,117,294,10000,2000,1000,14160,60000,492,182910,0,630,English,58607007,100000000,6.2,2.35
1974,Crime|Drama,Color,220,0,22000,14000,3000,39960,14000,149,790926,1,650,English,57300000,13000000,9,1.85
2001,Drama|Music|Romance,Color,112,49,656,363,237,1307,0,101,47876,0,320,English,91038276,13000000,6.1,1.85
1988,Fantasy|Horror|Thriller,Color,99,212,130,125,54,450,0,102,36108,0,260,English,49369900,7000000,5.7,1.85
2016,Drama,Color,109,36,3000,3000,579,7833,16000,63,6276,0,55,English,61693523,13000000,6.8,1.85
2000,Comedy|Mystery,Color,83,8,3000,934,612,6454,0,106,116625,2,469,English,46729374,13000000,5.5,1.37
1988,Action|Crime|Drama|Thriller|Western,Color,107,58,549,439,316,1747,0,50,42614,5,120,English,44726644,13000000,6.8,1.85
2014,Comedy|Drama,Color,102,51,13000,6000,360,20330,33000,275,72803,3,171,English,44134898,13000000,7.3,1.85
2014,Comedy|Romance,Color,100,38,833,807,460,2800,0,90,16979,4,42,English,48637684,12500000,6.1,2.35
1999,Comedy|Drama|Romance,Color,97,19,23000,13000,835,37907,10000,133,222099,6,549,English,38176108,16000000,7.2,1.85
2002,Comedy,Color,92,13,11000,489,301,12687,1000,49,28805,1,159,English,28972187,13000000,5.9,1.85
1993,Action|Comedy|Crime,Color,84,0,11000,852,182,12322,0,19,37611,2,72,English,27979400,8200000,6.1,1.85
